Year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Moscow population,8948775,9042611,9066918,9066310,9076032,9166094,9328980,9507765,9693767,9858089,10023556,10192050,10328404,10461292,10631055,10825095,11007595,11139139,11234241,11331896,11461631,11816671,11918053,12043893,12152926,12263861,12355395,12443566
